movie_id,description,genre,image_path,image_exists,label
tt20222202,"Follows Eden, who goes to a coveted 'Heaven and Hell' party, hoping to get a letter of recommendation to an elite university from the wealthy parents of her classmate, but the party quickly turns into a fight for her life. Eden, a bright student who is wait-listed at her dream college, attends a party hosted by a powerful Congressman's son to get a letter of recommendation. However, she and her friend Zara discover that Schroder and his friends are involved in the disappearance of a missing girl. As tensions rise, Eden uses her wit and manipulation skills to navigate the dangerous social hierarchy of the wealthy elite and protect herself and those she cares about. As she delves deeper into the mystery, she uncovers shocking secrets and must fight to survive.",action,/Users/oluwoleadetifa/Library/CloudStorage/GoogleDrive-adetifaoluwole@gmail.com/My Drive/Movie_Genre_Project/dataset_raw/IMDB four_genre_posters/Action/tt20222202.jpg,True,0
tt18411490,"In 1999 in London, a teenage Zoya (Katrina Kaif) witnesses her father, ISI agent Rehan Nazar (Aamir Bashir), die in a bomb blast. Rehan had taught Zoya that a person who kills without a reason is a terrorist and not a soldier. Rehan was a supporter of democracy and was eliminated after Musharraf came to power after removing Nawaz Sharif from the post of PM of Pakistan. After his funeral, she is visited by Nazar's protege, Aatish Rehman (Emraan Hashmi), who convinces her to join the ISI. Zoya believes that India was responsible for the death of her father.

In the present, Avinash ""Tiger"" Singh Rathore (Salman Khan) is called for a mission by the new RAW chief Maithili Menon (Revathi) to rescue Tiger's former handler Gopi Arya (Ranvir Shorey), who was captured in Afghanistan after trying to extract information from the Taliban about a mission being planned in Pakistan. Following his rescue, Gopi reveals to Tiger that Zoya is involved in the planned mission and succumbs to his injuries. This effectively means that Zoya is a double agent, pretending to be associated with RAW, but secretly working for the ISI. Zoya is at their home in Austria with their son Junior. Tiger begins to spy on Zoya and is later assigned to safeguard a RAW agent named Jibran Sheikh (Neeraj Purohit) in St. Petersburg, Russia, who worked with Gopi and escaped to the country after being discovered in Pakistan. Jibran was the arms supplier to the outfit inside Pakistan, which was planning the massive mission. He has vital information about the players involved in the new outfit.

Pakistan PM Nasreen Irani is a peace advocate and advocates a 50% cut in Pakistan's defense budget, if India also reciprocates. Zoya tells Tiger that Nasreen has painted a target on herself by announcing the budget cuts as the future of Pakistan is decided by the Army.

Tiger witnesses Zoya's attempt to assassinate Sheikh; after saving him. Tiger is unable to shoot at Zoya and is captured by Aatish. Aatish reveals that he enforced Zoya to assassinate Sheikh by near-fatally drugging and kidnapping her and Tiger's son Junior (Sartaaj Kakkar). In a flashback twelve years prior, It is revealed that Aatish sought to derail a peace treaty between India and Pakistan in Vienna by assassinating the General Ribiero, Chief of the Army Staff (India) (Bimal Oberoi). Aatish is against any attempts between India and Pakistan to make any progress towards peace or normal relations. After refusing to cooperate with the plan (she says that she works for Pakistan and not Aatish), Zoya covertly informs Tiger. Aatish's pregnant wife, Shaheen Baig (Riddhi Dogra), attempts the assassination herself, but was shot and killed by Tiger. Aatish denied that his agents knew of the plan and was subsequently imprisoned and ousted from the ISI.

Back in the present, Aatish reveals that he has Junior in his custody and wants Tiger and Zoya to carry out his mission in exchange for Junior's life. Tiger and Zoya recruit their team of RAW agents Rakesh (Kumud Mishra), Karan (Anant Vidhaat Sharma) and Nikhil (Chandrachoor Rai), to steal a briefcase for Aatish, containing missile launch codes in Istanbul in exchange for Junior. Zoya brings the briefcase to Aatish while Tiger is pursued and arrested by the Turkish police, who was informed by Aatish.

Aatish then has Tiger and Zoya framed as traitors by their respective countries, leading to Tiger's detention at an army prison in Northern Pakistan. Aatish knows that now both ISI and RAW are enemies of Zoya and Tiger. Pakistan will believe that the duo has stolen the codes to deliver to India, while India will believe that Tiger and Zoya plan to launch the nukes at them. The Indian Government brands Tiger as a rogue agent and asks the PM of Pakistan to conduct his trial as their laws. Meanwhile ISI dispatches their agents after Zoya to recover their launch codes. Menon also asks Rakesh, Karan and Nikhil to recover the codes to avoid jail. Tiger is sentenced to death but manages to escape with the help of Pathaan (Shah Rukh Khan).

Tiger then travels to Islamabad where he meets his adopted son, Hassan (Vishal Jethwa), whom Tiger had rescued in a mission in Ikrit.

The RAW team and the ISI agents reach Zoya at the same time. Zoya convinces both teams that Aatish is behind stealing the launch codes. Tiger's team, Zoya and ISI agents Abrar (Gavie Chahal) and Javed (Danish Bhat) return to Islamabad, where they learn from Tiger that Aatish and Pakistani Army Chief of Army Staff General Imtiaz Haq (Shahid Latief) are planning to assassinate Prime Minister of Pakistan Nasreen Irani (Simran) in order for Aatish to replace her. Tiger, Zoya, and their team secretly enter the Pakistan's PMO and reveal the plan to Irani. Zoya says that Aatish had kidnapped their son to force them to steal the launch codes. Irani is convinced when Haq enters the PMO and starts attacking his way to Irani's office. Tiger and Zoya take Irani to an underground bunker and Tiger forces Haq to publicly reveal the plan.

However, Aatish secretly kills Haq (with a long-range rifle) with the help of Javed, who is revealed to be Shaheen's brother and frames Tiger for killing Haq. Aatish broadcasts live and declares that he has the launch codes, while Tiger has kept Irani captive and killed Haq. Aatish uses Javed, whose treachery is not revealed to Tiger and Zoya, to find their positions inside the PMO. Abrar and Karan are killed by Aatish and Javed, who locate Irani. But Zoya and Tiger manage to capture Aatish as they already knew that Javed was Shaheen's brother. But tables are turned when Javed captures Hassan. Hassan sacrifices himself, allowing Tiger and Zoya to regroup and form a strategy. Zoya takes Irani out of the bunker to safety, while Tiger engages Aatish inside the bunker.

Zoya avenges Abrar and Karan's deaths by killing Javed. Tiger and Aatish engage in a combat, resulting in Tiger killing Aatish. Irani broadcasts her speech from inside the PMO and exposes Aatish's plot to the public and Tiger, Zoya and their team are proven innocent. Tiger contacts Menon and assures her that he will always be there to serve his country.

In a mid-credits scene, Colonel Sunil Luthra (Ashutosh Rana) contacts Kabir Dhaliwal (Hrithik Roshan) and assigns him to assassinate an unidentified person.",action,/Users/oluwoleadetifa/Library/CloudStorage/GoogleDrive-adetifaoluwole@gmail.com/My Drive/Movie_Genre_Project/dataset_raw/IMDB four_genre_posters/Action/tt18411490.jpg,True,0
tt15683734,"An Indian-American teenager struggling with her cultural identity has a falling out with her former best friend and, in the process, unwittingly releases a demonic entity that grows stronger by feeding on her loneliness. Sam, an Indian-American teen, lives in an idyllic suburb with her conservative mother and her assimilated father. Sam's cultural insecurities grow due to her estranged friend, Tamira, who mysteriously carries around an empty mason jar all the time. In a moment of anger, Sam breaks Tamira's jar and unleashes an ancient Indian demonic force that kidnaps Tamira. Sam searches for Tamira, following the trail of a young man who performed a deadly ritual, until the demonic entity starts targeting her, murdering her boyfriend and shattering her reality with terrifying visions. Sam must band together with her parents and a sympathetic teacher to save Tamira and put an end to the terror of the demon.",horror,/Users/oluwoleadetifa/Library/CloudStorage/GoogleDrive-adetifaoluwole@gmail.com/My Drive/Movie_Genre_Project/dataset_raw/IMDB four_genre_posters/Horror/tt15683734.jpg,True,2
tt13430858,"In London, an award-winning film-maker documents her best friend's journey into an assisted marriage in line with his family's Pakistani heritage. In the process, she challenges her own attitude towards relationships.
How do you find lasting love in today's world? For documentary-maker and dating app addict Zoe (Lily James), swiping right has only delivered an endless stream of Mr. Wrongs to her eccentric mother Cath's (Emma Thompson) dismay. For Zoe's childhood friend and neighbor Kaz (Shazad Latif), the answer is to follow his parents' example and opt for an arranged (or ""assisted"") marriage to a bright and beautiful bride from Pakistan. As Zoe films his hopeful journey from London to Lahore to marry a stranger chosen by his parents, she begins to wonder if she might have something to learn from a profoundly different approach to finding love.",romance,/Users/oluwoleadetifa/Library/CloudStorage/GoogleDrive-adetifaoluwole@gmail.com/My Drive/Movie_Genre_Project/dataset_raw/IMDB four_genre_posters/Romance/tt13430858.jpg,True,3
tt2488666,"Terror strikes when a team of paranormal investigators search a sacred cave for clues in the unsolved disappearance of four Malibu teens. The film takes place over ten years in Malibu, California, following the mysterious disappearance of four popular high school boys on graduation night. We follow a team of paranormal investigators as they search a sacred cave in the hills of Malibu for clues to the boys' disappearance, only to uncover a terrifying truth. Malibu Horror Story follows a team of amateur paranormal investigators as they delve into a 10-year-old unresolved case. The case revolves around the disappearance of four popular high school boys who went missing on graduation night. While exploring a sacred cave in the hills of Malibu, California, the team encounters chilling paranormal occurrences. Upon analyzing footage from the missing teens' camera, they make a terrifying discovery revealing an ancient curse that forces them to confront their worst fears and unravel the sinister truth behind the boys' vanishing.",horror,/Users/oluwoleadetifa/Library/CloudStorage/GoogleDrive-adetifaoluwole@gmail.com/My Drive/Movie_Genre_Project/dataset_raw/IMDB four_genre_posters/Horror/tt2488666.jpg,True,2
tt13024674,"A prequel, set before the events of Army of the Dead, which focuses on German safecracker Ludwig Dieter leading a group of aspiring thieves on a top secret heist during the early stages of the zombie apocalypse. ""Six years before the apocalyptic events of Army of the Dead (2021), timid small-town bank teller Sebastian leads a solitary, uneventful existence against the backdrop of an unheard-of virus outbreak in Las Vegas. Fascinated by locks and safes, the enthusiastic YouTuber and theoretical safe-cracker will get the chance to shine when mysterious Gwendoline enlists his help to pull off the heist of the century: crack a quartet of impenetrable, Richard Wagner-inspired safes. However, as Sebastian and Gwendoline's band of thieves embark on a frenzied mission across Europe, obsessive Interpol agent Delacroix is hot on their trail, and things are starting to look bleak in Sin City. Now, in the face of impossible odds, one man is about to write history. Is insecure Sebastian destined to become a legend? After charming audiences as the wisecracking hero Dieter in Zack Snyder's zombie blockbuster Army of the Dead, Matthias Schweigh̦fer takes centerstage in the film's prequel, which he also directs. Ditching the undead, Army of Thieves puts a modern spin on classic heist films with European flair and an unlikely love story. Produced by Snyder and co-starring Nathalie Emmanuel (the Fast and the Furious franchise), Army of Thieves chronicles the harrowing adventures that transformed Dieter from a sheepish German bank teller named Sebastian into the badass safe-cracker who became a fan-favorite character in Army of the Dead.Sebastian's impassioned YouTube videos about the fabled safes designed by the locksmith Hans Wagner (Christian Steyer) catch the eye of Gwendoline (Nathalie Emmanuel), a beguiling career criminal whose take-no-prisoners exterior belies a desire to love and be loved. To Dieter's shock, Gwen enlists him to be part of her motley crew of some of Interpol's most wanted: the jack-of-all-trades Korina (Ruby O. Fee), rugged bad boy Brad (Stuart Martin), and getaway sidekick Rolph (Guz Khan). As the five misfits zigzag across Europe cracking a trio of impenetrable vaults known as the Ring Cycle - Das Rheingold, the Valkyrie, and the Siegfried - French law-enforcement officials Delacroix (Jonathan Cohen) and Beatrix (No̩mie Nakai) are hot on their trail. Anchored by a simmering romance between Dieter and Gwen, Army of Thieves broadens the scope of Snyder's Army Universe while staying true to its vision as its own movie.",action,/Users/oluwoleadetifa/Library/CloudStorage/GoogleDrive-adetifaoluwole@gmail.com/My Drive/Movie_Genre_Project/dataset_raw/IMDB four_genre_posters/Action/tt13024674.jpg,True,0
tt12361974,"Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions. Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions. The task proves more difficult than Bruce imagined, as each of the recruits must face the demons of their own pasts to transcend that which has held them back, allowing them to come together, finally forming an unprecedented league of heroes. Now united, Batman, Wonder Woman, Aquaman, Cyborg and The Flash may be too late to save the planet from Steppenwolf, DeSaad and Darkseid and their dreadful intentions. A new threat has emerged from the darkest corner of the Universe: Darkseid, the lord of the planet Apokolips. To stop this brutally ambitious ruler from unleashing his relentless army upon the world , The Justice League must unite as one and save the Earth from the Universe's most dangerous warlord. The film opens just after Superman (Henry Cavill) and Doomsday kill each other. Superman's death scream echoes throughout the world, awakening the power of the Mother Boxes in the Stone home, Atlantis, and in Themyscira. The Amazons witness their Box crack, and they go to alert Queen Hippolyta (Connie Nielsen). PART ONE - ""Don't Count on It, Batman"" Bruce Wayne (Ben Affleck) rides a horse through Iceland until he reaches a village where he hopes to find Aquaman (Jason Momoa). He enters a tavern where he finds the man himself, Arthur Curry. The locals think Bruce is mocking them by talking about a man from the sea who visits the village, but after Bruce shows off his money to Arthur, they step outside to talk. Bruce is rounding up his team after Superman's death, but Arthur has no interest in joining. He returns to the ocean while the local women sing a traditional Icelandic song. Bruce returns home to Alfred (Jeremy Irons) to let him know Aquaman said no to him.In Smallville, Martha Kent (Diane Lane) is moving away from her home with her dog Dusty since it was foreclosed. Meanwhile, in Metropolis, Lois Lane (Amy Adams) is still mourning Clark and visits the Superman memorial every day.London - A group of terrorists invade a museum and kill off the guards before taking hostages. They plan to set off a bomb that will destroy four city blocks. As they prepare the countdown, Diana Prince/Wonder Woman (Gal Gadot) is standing on the roof. She jumps in and fights off the terrorists until the leader aims at the hostages. Wonder Woman deflects the bullets with her gauntlets and then uses them to obliterate the leader. She then comforts the children at the scene.On Themyscira, Hippolyta joins the Amazons in the temple where the Mother Box is kept.",action,/Users/oluwoleadetifa/Library/CloudStorage/GoogleDrive-adetifaoluwole@gmail.com/My Drive/Movie_Genre_Project/dataset_raw/IMDB four_genre_posters/Action/tt12361974.jpg,True,0
tt5761544,"A CIA operative and his translator flee from special forces in Afghanistan after exposing a covert mission. CIA operative Tom Harris failed his mission and his identity was exposed. Now the agent has to escape from Afghanistan. He is pursued by the best mercenaries in the world and elite special forces of the enemy. Getting to Kandahar is the only chance for salvation. Here, either allied helicopters or a bullet with his name will be waiting for the hero. Tom Harris Gerard Butler is a freelance undercover operative working under contract to the CIA to insert malware into an Iranian nuclear research facility. Tom's cover is a field technician for a Swiss communications contractor.nHis mission is successful, and the malware causes the facility to selfdestruct.At the same time, the Iranian government has been monitoring a British journalist Luna Cujai Nina ToussaintWhite in Iran. She receives evidence from a whistle blower of the CIA's ongoing sabotage of Iran's nuclear programs. After the facility is destroyed, she is arrested by an Iranian security agency. She tells the Iranians that she suspects a link between the facility's destruction and a Belgian contractor, because its contracts tend to be next to sensitive government sites.nTom is married, but his wife in London is asking for a divorce. Tom has a daughter Ida who is graduating school and is disappointed since Tom is never there in her life.Tom leaves Iran on route to London via Dubai. While in Dubai, his flight to London is delayed. During his extended layover he is texted by and visits his CIA handler, Roman Chalmers Travis Fimmel. Roman claims to have delayed the flight to force this meeting. Tom accepts Roman's lucrative CIA contract for a job in Herat, Afghanistan, because it will pay enough to cover his daughter's medical university expenses. The job is to destroy Iran's entire nuclear program before they have the chance to build a bomb. The mission is to build a landing strip in Taybad which is near the AfghanIran border, by entering Iran from the Afghan border city of Herat.After he arrives in Herat, due to an intelligence leak, the global news media names Tom as the operative responsible for the destruction of the nuclear facility. With his cover now blown, the mission in Herat is aborted.",action,/Users/oluwoleadetifa/Library/CloudStorage/GoogleDrive-adetifaoluwole@gmail.com/My Drive/Movie_Genre_Project/dataset_raw/IMDB four_genre_posters/Action/tt5761544.jpg,True,0
tt7126948,"Diana must contend with a work colleague, and with a businessman whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing. In 1984, after saving the world in Wonder Woman (2017), the immortal Amazon warrior, Princess Diana of Themyscira, finds herself trying to stay under the radar, working as an archaeologist at the Smithsonian Museum. With the memory of the brave U.S. pilot, Captain Steve Trevor, etched on her mind, Diana Prince becomes embroiled in a sinister conspiracy of global proportions when a transparent, golden-yellow citrine gemstone catches the eye of the power-hungry entrepreneur, Maxwell Lord. Now, as a dear old friend from the past miraculously enters the picture, and Barbara Minerva, Diana's insecure gemologist colleague, gives in to desire, suddenly, deceit, greed, and false promises catapult Maxwell into the limelight. More and more, cataclysmic events push the world to the brink, and emotionally vulnerable Diana must address a cruel dilemma. Can mighty Wonder Woman save humankind once again? It's 1984 and Diana Prince is working at the Smithsonian in Washington. A new shipment of artefacts has come in, one of which is a seemingly innocuous, not-very-valuable stone. However, failed businessman Max Lord recognises the stone as the Dream Stone, a stone that grants wishes, and quickly steals it and starts abusing its powers. This puts the world in jeopardy. As a young girl, Diana Prince participates in a multi-stage athletic competition on Themyscira against older Amazons. After falling from her horse and taking a shortcut, she is disqualified. Diana's mother, Queen Hippolyta, and her aunt Antiope lecture her on the importance of truth, because ""no hero is born from lies"".In 1984, decades after the events of World War I, Diana works as a senior anthropologist at the Smithsonian Institute in Washington, D.C., specializing in the culture of ancient Mediterranean civilizations. Diana continues to fight crime as Wonder Woman, albeit while maintaining some anonymity. At work, she meets Barbara Ann Minerva, an insecure woman who idolizes and envies Diana for her beauty and confidence and befriends her. After Wonder Woman foils an attempted robbery, the FBI asks Barbara to identify a cache of stolen antiquities from the robbery. One item both women take notice of has an inscription in Latin.Businessman Maxwell Lord visits the Smithsonian under the guise of making a donation. Secretly, he covets the ""Dreamstone,"" hoping to save his failing oil company. Both Diana and Barbara unknowingly use the stone to fulfill their own desires. Diana wishes for her deceased lover, Steve Trevor, to return, causing his soul to take over another man's body.",action,/Users/oluwoleadetifa/Library/CloudStorage/GoogleDrive-adetifaoluwole@gmail.com/My Drive/Movie_Genre_Project/dataset_raw/IMDB four_genre_posters/Action/tt7126948.jpg,True,0
tt10161886,"A troupe of hilariously self-obsessed theater stars swarm into a small conservative Indiana town in support of a high-school girl who wants to take her girlfriend to the prom. In desperate need of a noble cause to revive their public images and bounce back, self-centered Broadway thespians Dee Dee Allen and Barry Glickman, the narcissistic stars of ""Eleanor: The Eleanor Roosevelt Story,"" have come up with a foolproof plan to earn some positive publicity: the flamboyant celebrity activists and their fellow struggling actors, Angie Dickinson and Trent Oliver, head to the small town of Edgewater, Indiana, to help Emma, a bright-eyed high-school student who has recently come out, make her dream of taking her girlfriend to the prom come true in the face of intolerance. Can the bold quartet give Emma the prom she deserves?",comedy,/Users/oluwoleadetifa/Library/CloudStorage/GoogleDrive-adetifaoluwole@gmail.com/My Drive/Movie_Genre_Project/dataset_raw/IMDB four_genre_posters/Comedy/tt10161886.jpg,True,1
